content
"Στα 20's μου αποφάνθηκα οτι ειμαι λεσβία 100%, γιατι παρ'όλα τα ""πειραματα"" που εβαζα τον εαυτό μου να περασει με διάφορους άντρες, όσο τζαι να πίεζα τον εαυτό μου, δεν μου εφκαινε το ερωτικό με κανένα αρσενικό. (Μπορείτε να διαβασετε τα ρεζιλίκια-πειράματα [εδώ](https://blogskepseon.blogspot.com.cy/2010/07/blog-post_23.html)!)  

  

Επίσης ήξερα μεσα που τα μέσα κοινωνικής δικτύωσης της εποχής, δηλαδη το περιοδικό ""ΦΛΑΣ"" (αν είναι ποτε δυνατόν), ότι υπάρχουν 2 σεξουαλικοί προσανατολισμοί. Οι γκέι τζαι οι στρειτ. Δηλαδή ή μαυρο ή ασπρο, ή δεξια ή αριστερά.  

Μεγαλώνοντας, μετα απο αρκετα χρόνια, έμαθα ότι υπάρχουν τζαι οι μπαισέξιουαλ. Ανθρωποι που αδιαφορούν αν ο/η συντροφος τους εν αντρας ή γυναίκα, γιατι σημαντικό για τζείνους εν ο άνθρωπος τζαι όι το φύλο του κατ' αναγκη. Άρα εφανηκε τζαι το γκρίζο ή μια μέση τελοσπαντων.  

  

Μεν τα πολυλογώ μέχρι σήμερα, ""εφευρεθήκαν"" πολλές κατηγορίες που μπορείς να εντάξεις τον εαυτό σου, ανάλογα με το φύλο του, την σεξουαλικότητα του, αλλά τζαι πολλές υποκατηγορίες τουτων των κατηγοριών που μπορείς να τον εντάξεις τζαι συμφωνα με τον συναισθηματισμό του/ψυχισμο του κάποτε τζαι την εμφάνιση του.  

  

Μερικά παραδείγματα έτσι χοντρα χοντρα ας πούμε ο ""bear"" εν ο γκέι ή μπαισεξιουαλ άντρας που εν πολλά αρρενωπος, μάτσιο με τρίχα τζαι μούσια.  

Η ""lipstick"" λεσβία εν η γυναικα ομοφυλόφιλη που εν πιο θηλυκιά, λαλείς την τζαι ""femme"" σε αντίθεση με την ""butch"" λεσβία που εν πιο αρρενωπή.  

Ο demisexual άνθρωπος, εν τζείνος/η που αν δεν εσιει ενα συναισθηματικό δέσιμο με τον άλλο/η εν μπορεί να τον/την δει ερωτικά και να καμει σεξ μαζί του/της. Εν έσιει θέμα αν είναι γκει, στρειτ, άκουσα πολλούς στρειτ ανθρωπους να ταυτίζουνται με τούτο.  

  

Κουθκια τζαι ταπέλες να καταταξεις τον εαυτό σου όπου τζαι όπως νιωθεις τζαι γουστάρεις, αλλά τζαι να μεν γουσταρεις να τον καταταξεις κάπου πάλε εν οκ, γιατί στην τελική τα κουθκιά τζαι οι ταπέλες εν για να οργανώσεις τζαι να τακτοποιήσεις τα ρούχα σου, τα παπουτσια σου τζαι ότι αλλο θέλεις.  

  

Τα νιάτα σήμερα της ηλικίας των είκοσι χρονών, γνωρίζουν πολλά παραπάνω αποσα εγω τότε στην ηλικία τους. Εν πιο θκιαβασμένοι, πιο πονηρεμένοι, έχουν επίγνωση του τι εστι ομοφυλοφιλία, αλλα γνωριζουν τζαι είτε προσωπικά είτε που μακρια ανθρώπους που εν γκέι. Το δικό μου δράμα στα 15 με 20 χρονών εν ότι εν ήξερα κανένα γκει άτομο, τζαι ενόμιζα ότι ήμουν η μοναδική γκέι στην Κύπρο. Μεγάλο βαρος τζαι σικκίρτιση τούτο.  

  

Σιέρουμαι που ορισμένα νιάτα σήμερα, απέχουν έτη φωτος που τα δικά μας νιάτα τζαι εν πιο φιλελευθεροι τζαι δεκτικοί. Έννεν σπάνιο πλέον να γνωρίσεις άτομο που εν φακκά πενιά για το ποιος εν γκει τζαι ποιος όι. Μιλούν σου για μια φίλη τους που με την φίλη της εχτές επήαν διακοπές στην Βιένη τζαι λαλούν το με μια άνεση τζαι αποδεκτικότητα (αλλά ζήλια για την Βιένη) που θέλεις να σηκωστείς να τους χειροκροτήσεις.  

  

Σιέρουμαι τζαι για τα lgbtqi+ νιατα που εν νιώθουν τόση καταπίεση αφου τα υπόλοιπα νιάτα και οι οικογενειες γυρώ τους εν πιο δεκτικα. Τζαι κάπως έτσι νομίζουμε ότι πολλινίσκουν οι γκέι, αλλά, απλά φυσά εναν αερούι ελευθερίας τζαι έτσι πιο πολλοί άνθρωποι εν πιο χαλαροί με το θέμα ""να εξερευνήσω την σεξουαλικότητα μου"", γιατι εν δική μου, γιατι εν κομματι του εαυτού μου."
"#### 
Αξίζει να το διαβασετε αν δεν εδώσετε ακόμα πάνω στο άρθρο.


#### 
Πηγή: LIFO Mικροπράγματα


Ο χρήστης @souvlatsou διηγήθηκε την ιστορία του [μέσω Twitter](https://twitter.com/souvlatsou):  


  

  

Μέσα σ’όλη την σαπίλα θα σας μιλήσω για το πρώτο άτομο που έμαθε ότι είμαι γκέι, την γιαγιά μου.  

  

Που λέτε όντας δύσκολη και πρόωρη γέννα, οι γονείς μου είχαν ανησυχήσει τρομερά, όταν άρχισα να σταθεροποιούμαι και ήμουν πια υγιής μπορούσαν να ξαναρχίσουν να βγαίνουν. Συνεπώς τα βράδια που έβγαιναν ή όταν δούλευαν με πρόσεχε η γιαγιά μου η οποία έμενε απέναντι μας. Με την γιαγιά μου βλέπαμε μαζί σίριαλ, το Ατίθασα Νιάτα το είχαμε λυσσάξει. Από μικρός μου άρεσε πολύ να ζωγραφίζω κάτι που η γιαγιά μου δεν άφησε να πάει χαμένο. Αμέσως μου αγόρασε μαρκαδόρους και ξυλομπογιές και πάντα είχε στο σπίτι ένα μπλοκ ζωγραφικής.  

  

Καθώς περνούσε ο καιρός, η γιαγιά μου έβλεπε ότι μου άρεσαν τα κουζινικά και συχνά θα ήθελα να παίξουμε μ’αυτά. Δεν το σκέφτηκε δεύτερη στιγμή, αράδιασε τις κατσαρόλες στο πάτωμα και κάναμε πως μαγειρεύουμε. Όταν το έμαθε η μαμά, έξαλλη. Δεν κάνει να παίζουμε τέτοια μη γίνω κανένας αποτέτοιος. “Γιατί” την ρωτάει η γιαγιά μου με ηρεμία, “μόνο οι γυναίκες μαγειρεύουν; Κρίμα και είσαι νέα κοπέλα.”  


  


[![](https://1.bp.blogspot.com/-hXBeNuB-ySs/Xv8UjX9goOI/AAAAAAAAAxM/lRgI30Xn63Exhmd5rfv2cOnk044B2Q4AACLcBGAsYHQ/s200/shirt-6.jpg)](https://1.bp.blogspot.com/-hXBeNuB-ySs/Xv8UjX9goOI/AAAAAAAAAxM/lRgI30Xn63Exhmd5rfv2cOnk044B2Q4AACLcBGAsYHQ/s1600/shirt-6.jpg)

  

Η μαμά της απαγόρευσε να παίζουμε κουζινικά κάτι που στην γιαγιά μου μεταφράστηκε ως: “Θα παίζουμε κουζινικά μέχρι τις 9 παρά 10 που σχολάει η μαμά σου”. Ποτέ δεν με σταμάτησε απ’το να είμαι χαρούμενος και όποτε μαγείρευε με ανέβαζε να βλέπω κι εγώ ή να την βοηθάω. Πάντα θα μου έδινε να δοκιμάσω αν το φαγητό θέλει αλάτι, αν και πάντα ήξερε ότι δεν θέλει.  

  

Με τον καιρό άρχισε να την ψυλλιάζεται ότι ίσως δεν πολυκοιτάω κοριτσάκια, εγώ τώρα φανταστείτε πήγαινα πέμπτη δημοτικού περίπου. Και μία μέρα μου βγάζει από κάπου μία κούκλα τριμμένη και με ρωτάει αν θέλω να παίξω. Τα μάτια μου έλαμψαν, φυσικά και ήθελα να παίξω. Με τον καιρό άρχισα να μπαίνω και στις ρόμπες της χωρίς αυτή να αρνηθεί κάτι. Μια μέρα την ρώτησα μήπως είναι κακό που τις φοράω μιας και είναι γυναικείες. “Όχι, γιατί να είναι κακό; Είναι οι ρόμπες της γιαγιάς σου και σου τις δίνει για να παίξεις” μου απάντησε σοβαρή.  

  

Για όλα αυτά δεν ήξερε κανείς τίποτα, μόνο εγώ και η γιαγιά. Μεγαλώνοντας προφανώς έχασα το ενδιαφέρον μου στις ρόμπες και στις κούκλες. Είχα φτάσει γυμνάσιο πλέον, είχα αρχίσει να βγαίνω κι εγώ. Μια μέρα δεν άντεξα και της είπα: “Γιαγιά νομίζω πως δεν μου αρέσουν τα κορίτσια”. “Τι εννοείς;” με ρώτησε ενώ έβλεπε τηλεόραση. “Νομίζω μ’αρέσουν τα αγόρια” της απαντάω. “Εμένα με ενδιαφέρει να είσαι καλό παιδί, όχι τι σου αρέσει” μου απάντησε.  

  

Περνούσε ο καιρός, έβλεπε η γιαγιά μου να ακούω μουσική, “μία που την δείχνουν και οι ειδήσεις”. Αναφερόταν στην Lady Gaga. Μου ζήτησε να της βάλω τραγούδια της να ακούσω. Να της την δείξω. Και δεν φαντάζεστε πόσο ενθουσιάστηκε όταν είδε τι φορούσε, βλέπετε πρώην μοδίστρα έλαμψαν και τα δικά της μάτια με όλα τα κοστούμια και τα χρώματα. “Δείξε κι άλλη, δείξε κι άλλη”.  

  

Παράλληλα έβλεπε αυτόν τον χάρη πότερ που διάβαζα. “Δωσ’ μου κανένα βιβλίο απ’αυτά να διαβάσω” μου λέει “θέλω να δω τι είναι αυτό το σούσουρο”. Και της τα έδωσα, όλα. Και τα διάβασε, όλα.  

Η γιαγιά μου όταν έφτασα δευτέρα λυκείου και δεν είχα στολή για το πάρτυ των αποκριών μας, ξεσκόνισε την ραπτομηχανή της και μου έραψε μία στολή με δικό μου πατρόν. Την κάναμε παρέα. Η γιαγιά μου σαν άτομο δεν άφηνε τίποτα να πέσει, όταν έβλεπε κάτι να με ενθουσιάζει ήθελε να ενθουσιάζεται κι αυτή μ’αυτό, ή έστω να δει τι είναι. Η γιαγιά μου με άφησε να μεγαλώσω, να ανθίσω, να γίνω ό,τι έβαζε μπροστά το παιδικό μου γκέι μυαλουδάκι. Δεν με σταμάτησε στιγμή. Δημιούργησε ένα safe space στο ξύλινο πάτωμα που βγάζαμε τις κατσαρόλες και τα τηγάνια. Ένα μέρος που ήμουν τόσο αναπολογητικά εγώ. Οι γονείς μου πάντα απορούσαν γιατί ήθελα να πηγαίνω στη γιαγιά μου όταν με μάλωναν, επειδή ήταν ο παιδότοπος μου!  

  

Το αστείο ήταν όταν είπα στον μπαμπά μου ότι είμαι γκέι και το πρώτο που είπε ήταν “Δεν νομίζω να το είπες και σε άλλους, ο κόσμος δεν το αποδέχεται” Πώς να του εξηγήσω ότι το αποδέχτηκε η γιαγιά μου; Η ίδια του η μάνα;  

  

Τώρα η γιαγιά μου έχει άνοια, δεν θυμάται καν ποιος είμαι, όμως όποτε την αγκαλιάζω πάντα χαμογελάει και μου χαϊδεύει το χέρι. Ξέρω ότι αν πηγαίναμε στο pride παρέα θα ήταν τόσο ενθουσιασμένη. Δεν με στεναχωρεί που δεν με θυμάται, όσο το ότι δεν θυμάται πόσο χαρούμενο με έκανε. Δεν είναι όλοι οι άνθρωποι φτιαγμένοι για γονείς, (δεν αναφέρομαι στους δικούς μου, δεν έχω κανένα παράπονο) όμως μερικοί άνθρωποι είναι γεννημένοι γονείς. Όσο κι αν αγαπάω την μαμά μου πάντα θα έχω δίπλα της και την γιαγιά μου. Τις ρόμπες της. Τις κατσαρόλες στο πάτωμα.  

  

Μεγάλωσα με αρχές, δεν χτύπαγα άλλα παιδιά, δεν έβριζα, δεν έκλεβα. Όμως η γιαγιά μου βοήθησε στο να μεγαλώσω και με τα δικά μου όνειρα. Ποτέ δεν με έκοψε και ποτέ δεν με σταμάτησε.  

  

Υπάρχουν άνθρωποι γεμάτοι μίσος εκεί έξω, αλλά και άνθρωποι σαν την γιαγιά μου. Κι αυτό μου αρκεί. Ένα παιδί δεν χρειάζεται να λέει κάποιον μαμά και κάποιον μπαμπά για να είναι χαρούμενο, χρειάζεται αγάπη, απενεχοποίηση και ίσως μερικές ρόμπες.  

  

Happy pride month  


  


#### 
Πηγή: LIFO Mικροπράγματα"
"Σκεφτουμαι ότι ήρτε η ώρα να μαθουν όλα τα μελη της οικογενειας για την σεξουαλικοτητα μου.  

Να ειμαι τζι εγω πιο άνετη με το ποιες ""σπιτωνω"", αλλα τζαι να μεν γινει κανενας χαττας του τυπου ""Α, ωραια η φιλη σου που ερκεται γνωρισ'μου την"", οταν εβρισκονται ολα τα μελη της οικογενειας στις γενεθλιοφαγητο καταστασεις.  

  

Το λεω στην μανα μου που γνωριζει τα περι σεξουαλικοτητας μου, τραβα το γυαλι λιο κατω τζαι λεει μου, ""Μα ξερουν το""!  

Ξεροκαταπινω, τζαι ρωτω ""How και πως;""  

Ξεροκαταπινει τζαι περιμενει να της τα χωσω του στυλ μα γιατι τους το ειπες τζαι απαντα μου, ""Ερωτησαν με αν εισαι γκει τζαι ειπα τους ναι!""  

""Μα πότε;"", ρωτω .  

""Πιιι εισιει μηνες!"" απαντα μου του στυλ που το αθθυμηθηκες τζιεσυ τουτο τωρα.  

""Τζαι τι σου ειπαν; Πως το πηραν;"" ρωτω με αγωνια.  

""Ειπαν μου να σου πω, οτι εν ενταξει μαζι τους, να το ξερεις τζαι εν εχουν κανενα θεμα με τουτα τα πραματα.""  

  

Να σαι καλα ρε μανα που εξηασες να μου το πεις. Εν τα ξιαννουμε τουτα τα πραματα. Λαλουμεν τα να πναζει τζαι ο αλλος που καιγεται, που αγχωνεται για το πως, το γιατι τζαι το ινταλως.  

  

""Ε, ενταξει καλο."" απαντω της. ""Ειχα μιαν δουλεια να καμω μα εγινηκεν μονη της"".  

  

Βαθεια εκπνοη τζαι βαρος να φεφκει. Τζεινο ενιωσα τζαι ηρεμησα για εναν περιεργο λογο.  

Νταξει περιεργος εν ηταν ο λογος αλλα εκαμε μου εντυπωση το ποοοσο βαρος είχα για τουτο το πραμα να μαθουν τζαι να αποδεχτουν οι δικοι μου το τι ειμαι.  

Να ξημερωσει μια μερα να πω ξερουν εν ουλλα οκ οπως ηταν τζαι πριν, με μονη διαφορα οτι τωρα ξερουν. Να μεν χωνουμαι αν ειμαι ερωτευμενη ή αν εχωρισα τζαι ειμαι ψιλοχαλια ή αν θα με δουν με καποια που εν την ξερουν τζαι να με ρωτουν μα ποια ενει.  

  

Πόσο φοιτσιαρικα τα ειχα μες τον νου μου τζαι ποσο ευκολα τζαι απλα ηταν τελικα.  

  

Εθυμηθηκα ουλλες τις συζητησεις τζαι καφκαες, που ειχα με τουτα τα πλασματα. Ποσες φορες ετσακωθηκαμε για τα ανθρωπινα δικαιωματα, για τους πουστηες, τις λεσβιες τζαι τους τρανς. Πόσες φορες ειχαμε αντιθετες αποψεις τζαι εκαθουμουν τζαι αναλυα τα ουλλα τζαι παντα ειχαν μια απορια τζαι εναν επιχειρημα να μου την πουν τζαι να μου ανατρεψουν οσα τους ελαλουσα τζαι να θκιαολιζουμαι.  

  

Κανονικη κυπριακη οικογενεια τζαι μεις. Με την ομοφοβια μας, τον ρατσισμο μας τζαι τις οπισθοδρομικες μας αποψεις. Να καμνουμε κοινωνικες τζαι χαλαρες συζητησεις πανω που το φαι τζαι το τσιαρο που να εξελισσουνται σε ψιλοκαφκαες τζαι αγκρισματα ή σε πειραγματα τζαι ψαρωμα της μανας μας.  

  

Εν χρειαζεται ουτε να ξεροκαταπιω τζαι να αγχωθω, εν εχω τζαι τιποτε να κρυψω. Αν προκυψει τζαι καμμια συναντηση, κανενα τραπεζωμα παντα ρωτουν αν θα ερτω μονη μου η με παρεα. Τωρα ουλλοι ξερουν τζαι επειδη ξερουν ειμαι τζαι σινγκλ. Την γκαντεμια μου μεσα!  

  

ΥΣ: Το οτι εγραψα θκυο ποστς σε μια μερα εν θυμουμαι να το εκαμα ουτε τις παλιες καλες μερες.  

Εν ξερω να το εξηγησω, μα νομιζω πως εφορτωθηκα πολλα μεσα μου."
"Μεγαλη αδικια να ζεις μια ζωή όπως την ονειρευτηκε κάποιος άλλος για σένα.  

  

Να θέλεις να καμεις κατι, αλλα τα πρέπει τζαι τα θέλω δικών σου ανθρώπων να μεν συμπιπτουν με τα δικά σου τζαι για 100 λόγους που μόνο εσυ ξέρεις, να επιλέγεις να ζεις κατι που ονειρευτηκαν άλλοι για σενα.  

Τα δικά σου ονειρα τζαι θέλω, πνίξε τα, ξέχαστα τζαι παρέτα τα  

  

Να μιλησουμε για σπουδες;  

Να πουμε οτι ξερουμε τουλαχιστον ένα άτομο που ονειρευκετουν να σπουδασει κατι συγκεκριμενο, αλλά τελικα έκαμε το χατιρι καποιου δικου του τζαι εσπουδασε κατι άσχετο που τζεινο που ήθελε;  

  

Να μιλήσουμε για επαγγελματικά;  

Να πούμε ότι ξέρουμε ούλλοι ένα άτομο που ήθελε η δουλειά του να εν η Α τζαι τελικά καμνει Β γιατί καποιος καπου κάποτε ειπε του οτι εν καλυτερα το Β τζιας μεν του αρεσκει;  

  

Να μιλησουμε για ερωτικα;  

Κάποιος/α που εθελε να εν ζευκάρι με ενα συγκεκριμενο άτομο, αλλά εμπλεξε με άλλο για να μεν μουρμουρα ο περιγυρος του; Ναι, μιλουμε για στρειτ σχεσεις τζαι σεξουαλικοτητες.  

  

Να μιλήσουμε τζαι για άτομα που στην ουσία εννεν στρειτ, αλλά παιζουν το 100% στρειτ καταπιεζοντας οτι εχουν μεσα τους τζαι έξω τους, (ψυσιη, νου, σκεψεις, σώμα, συναισθήματα), επειδή για τους δικους τους, οι ομοφυλοφιλες σχέσεις εν απλά αμαρτωλές, ανήθικες τζαι ανώμαλες;  

  

Να μιλήσουμε τζαι για άτομα που η ψυσιη τους θελει να ζιουν χωρις καταπιεση, προτυπα και αλλες κοινωνικοψυχολογικες καταστασεις, αλλά εννεν πρέπον λόγω ηλικίας, φύλου, κοινωνικου στατους, τζαι ξερω γω τι αλλες μαλακιες υπαρχουν;  

  

Γιατι να μεγαλώσω το παιδι μου λες τζαι εν επεκταση του γαμημενου εγω μου;  

  

Γιατι να μεν αναγνωρίζω οτι το παιδι μου εν ενα ανεξαρτητο πλασμα, διαφορετικο που μενα, που σιουρα θα αγαπησει, θα ερωτευτει τζαι θα γουσταρει πραματα που εγω σαν γονιος, μπορει να μεν τα εγκρινω, να μεν τα θέλω τζαι να μεν τα επιτρεπω. Εν τα θελεις εσυ μεν τα καμεις!  

Γιατι σαν γονιος να θετω οτι πρεπει να βαλω ορια στην σεξουαλικοτητα, στα ονειρα, στις επιθυμιες τζαι τα θέλω καποιου αλλου ατομου;  

  

Το πιστοποιητικο γεννησης εννεν κοτσιανι.  

  

Εν ευθυνη οτι πρεπει να μεγαλωσεις ενα σωστο, ανεξαρτητο ανθρωπο, με κριτικη σκεψη τουλαχιστον. Αλλα γιατι το σκαλίζω αφου το σωστο τζαι η ανεξαρτησια για τον καθενα, εν εννοιες διαφορετικες;  

Γιατι το σκαλιζω άμα σαν αλλος ανεξαρτητος άνθρωπος, εσυ, εν εσιεις αισθηση να παρεις την ευθυνη της δικης σου επιλογης ή επιλογων για να καμεις τζεινα ουλλα που αγαπας, γουσταρεις τζαι με το παρδον... καυλώνεις;  

  

Ας βρεθει μια μεση λυση επιτελους, τζαι μεν μας ενοχλειτε με τα θελω τζαι τα πρεπει σας. Εν δουλεια δικη σας να τα εβρετε με τον εαυτο σας πρωτα τζαι μετα να μας κτυπησετε την πορτα. Σιχτιρ πιον με τα πρεπει τζαι τις καυλες σας, που παλευκουν μια ζωη μες στον εγκεφαλο σας.  

Σιχτιρ, ειπα;"
"Υπόσχομαι ότι δε θα βρίσω, δε θα θυμώσω, δε θα ειρωνευτώ!  

  

Είπα να το αφήσω να περάσει!  

Η αλήθκεια στην αρχή εν ότι εν μου επολλοέντζησε.  

Εσυνηθίσαμε την αμορφωσιά;  

Το hate speech;  

Την ομοφοβία;  

Το μίσος;  

Το καρκασιαλίκκι, τις μπουρδες των παπαδων τζαι του φανατικού ποιμνιου τους;  

  

Ακομα ένας ""ειδικός"", που εν κατέχει ουτε τις βασικές γνώσεις για το θέμα τζαι ξεκινα τις γελοιότητες του.  

Στην αρχή εγελασα. Εδιασκέδασα τζαι με τα memes που εφκάλαν του Νίο! (Τι εννοείς ποιου Νίο; Του Αρχιμανδρίτη Μόρφου Νεόφυτου καλέ!).  

Τι να πεις σε έναν άνθρωπο  κάποιον, που ""εν ηξέρει που εν η τρύπα του κώλου του""; Oh wait γιατί λαλεί ξέρει πολλά παραπάνω για το θέμα... του κώλου των μαναδων μας.  

  

Εβομβαρδιστίκαμε με τα βίντεο κηρυγματος οχι εναντίον, αλλα υπερ του μισους, της ομοφοβίας και του ρατσισμου. Ποια εν η θρησκεία του είπαμε; Τι διδάσκει η συγκεκριμένη θρησκεία;  

  

Τόσο χοντρες μαλακίες είπε, που καποιοι φανατικοι χριστιανοι εβουρήσαν να κατηγορήσουν ένα σάιτ ότι εν ψέματα, επειδή εν εβάλαν το βίντεο. Μετά είδαμεν τζαι το βίντεο, ακουσαμε τζαι το ""κήρυγμα""! Όντως ήταν όπως τα έγραψε το σάιτ. Εν ξέρω τι εγίναν μετα τουτοι οι χριστιανοί, εκατάπιεν τους η χριστιανοσύνη τους μάλλον.  

Άλλοι φανατικοι χριστιανοι είπαν ότι εν επιλεγμένο απόσπασμα απο το πανέμορφο κήρυγμα του Νίο. Εβαλα το κύρηγμα ούλλο να το ξανακουσω. Εν να μας πελλάνουν. Πόσος φανατισμος στις θρησκείες δηλαδή;  

  

Τζαι όσο εξελίσσουνται τα πράματα πραγματικά εν ξέρω πόθθεν να το πιάσω. Εν επικίνδυνος! Κάποιος να τον μαζέψει επιτέλους!  

  


[![](https://1.bp.blogspot.com/-TdrqYJl8Eq4/XUHnsfA-DJI/AAAAAAAAAtY/yRxD8GnjnHY51BsvRigR6_Nvi3xsVvWYgCLcBGAs/s400/papatraoulos2.png)](https://1.bp.blogspot.com/-TdrqYJl8Eq4/XUHnsfA-DJI/AAAAAAAAAtY/yRxD8GnjnHY51BsvRigR6_Nvi3xsVvWYgCLcBGAs/s1600/papatraoulos2.png)
  

Έγινε τζαι καταγγελία για ρητορική μίσους. Εφκηκαν τα αποτελέσματα. Αθώος! Αλίμονο!  

  

ΥΓ. Αρνούμε να βάλω τα βίντεο του στο μπλογκ μου.  Όσοι θέλουν να τα δουν καμετε search στο Google: κολως, γαινεκα αραισκι, anal, Νίο"
"**1.** **H ομοφυλοφιλία εν επιλογή!**  

 Προσωπικά εν θυμούμαι ποττέ να αποφάσισα οτι θα παραιτήσω τους άντρες τζαι να πιάσω τις γυναίκες. Ποτέ των ποτών. Ποιος στρειτ θυμάτε να μας πει πότε αποφάσισε να εν στρειτ;  

Ας πούμε αν είχα την ευκαιρία να επιλέξω την σεξουαλικότητα μου γιατι το κέρατο μου να μεν επέλεγα να είμαι στρέιτ; Να έχω ούλλα τα δικαιώματα που έσιει ένας στρειτ που γεννισιμιού μου τζαι να μεν χρειάζεται να κάμω τίποτε αν θέλω να παντρευτώ τον έρωτα μου ας πούμε; Να θέλω να υιοθετήσω με το ταίρι μου τζαι να βάλουμε την αίτηση μας μέσα; Να αρρωστήσω τζαι να ερτει ο σύζυγος τζαι να του επιτραπεί να μπει κύριος στην εντατική να με δει; Να μεν τα καταφέρω τελικά να πεθάνω τζαι να εν ο πρώτος κληρονόμος γιατί επαντρεύτηκα τον. Να θέλω να τον φιλήσω μεστον κόσμο τζαι να μεν γυρισει κανένας να με δει λοξά τζαι να πει την κατζία του. Να με βαστα που το σιερούι σαν περπατούμε τζαι να μεν μας θωρουν λες τζαι βαστώ τον που τον... τελοσπαντων επιάσετε το νόημα να πάω στο επόμενο πόιντ.  

  


**2. Οι γκέυ γονείς εν καλύτεροι γονείς που τους στρέιτ γονείς!**  

Ένας κακός γονιός εν ενας κακός γονιος άσχετο με τη σεξουαλικότητα του. Όπως τζαι ένας καλός. Ας πούμε εν το ίδιο με το να λαλούμε οι γαλανομάτες πατέρες δέρνουν τα παιθκιά τους ή βρίζουν τα. Ηλίθιο μόνο να το σκεφτεις. Εγίναν έρευνες τζαι έρευνες αλλά εν επροέκυψε τίποτε ύποπτο. Τα μωρα τελικά χρειάζουνται πάνω που ούλλα αγάπη. Άμα έσιεις αγάπη να του δώσεις τα υπόλοιπα εν ψιλά γράμματα. Άτε βαλτε τζαι το φαί μέσα, τη σημασία τζαι μπολικο παιχνιδι.  

  


**3.****Οι πιο πολλοί παιδόφιλοι εν γκέυ!**

Όι! Εν φκαίνουν τα μαθηματικά.  

Έρευνες δείχνουν ότι η πλειοψηφία των παιδόφιλων είναι άντρες στρέιτ. Τούτο εν σημαίνει οτι πρεπει να μισούμε  **ούλλους** τους άντρες στρειτ τζαι να τους θωρούμε με το μισό μας, εννεν; Ούτε απαγορευουμε στους στρειτ άντρες να γίνουν γονιοί, λογω της πλειοψηφίας του ποσοστού των παιδόφιλων.  

Τωρά αντιστρεφκουμε τα. Ακομα και αν οι περισσοτεροι παιδοφιλοι ήταν γκέι, γιατί πρεπει τούτο να μας κάμει να μισούμε ούλλους τους γκέι; Αφου εκ των πραγμάτων ΔΕΝ μισουμε ούλλους τους άντρες. You get my point?  

  


**4. Οι ομοφυλόφιλες σχέσεις εν κρατούν για τζαιρό!**  

Να σου μιλήσω για κάτι στρειτ που επήαν για τσιγάρα τζαι εν εξαναήρταν; Όι εν να σου πω για γνωστό μου πρόσωπο στρέιτ που επήεν με την μισή Λευκωσία. Να σου πω για κάτι φίλες μου που ζουν κάτι σχέσεις με τους μποιφρεντς τους τζαι εν συνεχεια ον-οφ;  

Να σου πω για μια τύπισα που είπεν του γκόμενου της παω διακοπές στη χώρα μου τζαι εν εξαναήρτεν πίσω; Να σου πω για κάτι παρεες μου που αλληλοαπατιουνται; Πραγματικές ιστορίες απο στρειτ.  

Πριν τη σεξουαλικότητα μας έχουμε τζαι ένα χαραχτήρα. Αν είμαι Α ή Β χαραχτήρας εν θέμα χαραχτήρα και όι σεξουαλικότητας ή σε ποιά περιοχή μεινίσκω. Να μεν ανοίξουμε και το θέμα αν ο άνθρωπος ειναι πολυγαμικό ον ή όι.

  


**5. Οι ομοφυλόφιλοι μεταδίδουν τα σεξουαλικά νοσήματα!**

Επειδη ως γνωστο μολις το AIDS ή άλλο σεξουαλικό νόσημα συνειδητοποιήσει οτι βρίσκεται σε στρειτ σωμα λαλει γιαξ γιαξ ιννα που τουτο, τζαι εξαφανιζεται, φευκει, γινεται καπνός. Πάει ξανά ο/η στρειτ με κάποιο/κάποια γκει ξανακολλά, βουρά το νόσημα τζαι ξαναφευκει! ΝΟΤ!  

Σεξουαλικά νοσηματα εχεις πιθανότητες να κολλήσεις αν δεν χρησιμοποιεις προφυλάξεις. Να το ξαναπω! Σεξουαλικά νοσηματα εχεις πιθανότητες να κολλήσεις αν **δεν** χρησιμοποιεις προφυλάξεις.  Εν κόφτει το νόσημα, η σεξουαλικότητα σου. Στα φρύδια του!  

  

**6. Η ομοφυλοφιλία εν ενάντια στον Θεό!**

 Οξά το αντίθετο; Για ποιο Θεο μιλούμε; Τι θρησκεία ασπάζεσται; Τι είναι Θεός; Ποιά είμαι; Πού πάω;"
